sp,lon,lat
"Hemithraupis flavicollis (Vieillot, 1818)",-70.10028,-12.56922
"Hemithraupis flavicollis (Vieillot, 1818)",-74.71643,6.34096
"Hemithraupis flavicollis (Vieillot, 1818)",-69.62135,-12.02615
"Hemithraupis flavicollis (Vieillot, 1818)",-75.81318,-6.15092
"Hemithraupis flavicollis (Vieillot, 1818)",-69.61858,-12.03232
"Hemithraupis flavicollis (Vieillot, 1818)",-59.01216,4.11468
"Hemithraupis flavicollis (Vieillot, 1818)",-59.04224,4.0921
"Hemithraupis flavicollis (Vieillot, 1818)",-77.41737,-1.01336
"Hemithraupis flavicollis (Vieillot, 1818)",-58.91007,4.24576
"Hemithraupis flavicollis (Vieillot, 1818)",-73.37682,6.85219
"Hemithraupis flavicollis (Vieillot, 1818)",-73.74802,-9.7189
"Hemithraupis flavicollis (Vieillot, 1818)",-43.46236,-22.78306
"Hemithraupis flavicollis (Vieillot, 1818)",-43.03116,-22.59977
"Hemithraupis flavicollis (Vieillot, 1818)",-42.98778,-22.93049
"Hemithraupis flavicollis (Vieillot, 1818)",-42.81252,-22.91464
"Hemithraupis flavicollis (Vieillot, 1818)",-73.98228,3.25446
"Hemithraupis flavicollis (Vieillot, 1818)",-73.98322,3.27223
"Hemithraupis flavicollis (Vieillot, 1818)",-74.0582,5.67586
"Hemithraupis flavicollis (Vieillot, 1818)",-55.41286,-11.35452
"Hemithraupis flavicollis (Vieillot, 1818)",-64.14378,-11.9549
