sp,lon,lat
"Thalurania furcata (J.F.Gmelin, 1788)",-57.22692,4.40572
"Thalurania furcata (J.F.Gmelin, 1788)",-53.9892,4.15405
"Thalurania furcata (J.F.Gmelin, 1788)",-72.29806,-12.64003
"Thalurania furcata (J.F.Gmelin, 1788)",-75.79431,-9.18822
"Thalurania furcata (J.F.Gmelin, 1788)",-77.81155,-0.70515
"Thalurania furcata (J.F.Gmelin, 1788)",-76.58933,0.7966
"Thalurania furcata (J.F.Gmelin, 1788)",-70.3055,-12.92609
"Thalurania furcata (J.F.Gmelin, 1788)",-72.7937,2.38002
"Thalurania furcata (J.F.Gmelin, 1788)",-50.06328,-6.06667
"Thalurania furcata (J.F.Gmelin, 1788)",-47.86212,-15.73686
"Thalurania furcata (J.F.Gmelin, 1788)",-47.69513,-15.64058
"Thalurania furcata (J.F.Gmelin, 1788)",-78.96399,-4.10851
"Thalurania furcata (J.F.Gmelin, 1788)",-42.54269,-19.46963
"Thalurania furcata (J.F.Gmelin, 1788)",-77.7188,-0.71514
"Thalurania furcata (J.F.Gmelin, 1788)",-52.68006,5.07191
"Thalurania furcata (J.F.Gmelin, 1788)",-61.12793,4.93772
"Thalurania furcata (J.F.Gmelin, 1788)",-73.74133,4.05246
"Thalurania furcata (J.F.Gmelin, 1788)",-47.46899,-7.33503
"Thalurania furcata (J.F.Gmelin, 1788)",-43.9878,-16.88055
"Thalurania furcata (J.F.Gmelin, 1788)",-55.53874,-27.2601
"Thalurania furcata (J.F.Gmelin, 1788)",-52.15305,4.54451
