sp,lon,lat
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.34016,-23.76391
"Thalurania glaucopis (J.F.Gmelin, 1788)",-43.21859,-22.45882
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.81284,-24.0162
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.67305,-22.94445
"Thalurania glaucopis (J.F.Gmelin, 1788)",-54.52135,-25.55513
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.94025,-23.78558
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.88804,-24.20698
"Thalurania glaucopis (J.F.Gmelin, 1788)",-40.61683,-20.3829
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.02393,-24.36399
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.82504,-24.16297
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.45412,-23.65051
"Thalurania glaucopis (J.F.Gmelin, 1788)",-43.16467,-22.95407
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.00058,-24.31281
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.99246,-27.04006
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.66083,-24.07316
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.90626,-23.79402
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.90715,-23.7929
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.93716,-24.17244
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.30139,-23.77718
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.29076,-23.7728
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.28104,-23.36214
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.16391,-23.31974
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.15327,-23.31364
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.58671,-23.40448
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.42733,-23.93631
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.21503,-22.96508
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.87765,-23.30088
"Thalurania glaucopis (J.F.Gmelin, 1788)",-40.47835,-20.30116
"Thalurania glaucopis (J.F.Gmelin, 1788)",-43.22412,-22.96744
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.55049,-23.02395
"Thalurania glaucopis (J.F.Gmelin, 1788)",-52.6334,-31.54878
"Thalurania glaucopis (J.F.Gmelin, 1788)",-52.5825,-31.66694
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.25983,-22.37742
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.56703,-23.86983
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.23894,-23.57512
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.65924,-23.33017
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.94665,-22.38667
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.52849,-27.71325
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.58775,-22.70087
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.15263,-24.01657
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.2577,-23.71668
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.50286,-22.69156
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.79897,-23.75995
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.75358,-23.72415
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.083,-23.42576
"Thalurania glaucopis (J.F.Gmelin, 1788)",-54.44628,-25.68508
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.58772,-22.90432
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.83792,-23.34044
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.55948,-23.77312
"Thalurania glaucopis (J.F.Gmelin, 1788)",-43.21008,-22.95907
"Thalurania glaucopis (J.F.Gmelin, 1788)",-54.14121,-25.53805
"Thalurania glaucopis (J.F.Gmelin, 1788)",-42.53296,-22.28093
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.71835,-23.31074
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.47479,-27.5857
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.13332,-23.46288
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.60839,-23.79002
"Thalurania glaucopis (J.F.Gmelin, 1788)",-49.17009,-24.38219
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.84154,-23.57682
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.64054,-26.08167
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.59318,-22.44949
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.39214,-24.04639
"Thalurania glaucopis (J.F.Gmelin, 1788)",-49.18663,-24.399
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.62322,-24.08701
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.99562,-24.3173
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.06641,-23.96344
"Thalurania glaucopis (J.F.Gmelin, 1788)",-54.48257,-25.61393
"Thalurania glaucopis (J.F.Gmelin, 1788)",-54.56865,-25.6004
"Thalurania glaucopis (J.F.Gmelin, 1788)",-40.64428,-20.80019
"Thalurania glaucopis (J.F.Gmelin, 1788)",-49.80551,-25.46028
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.12158,-23.82409
"Thalurania glaucopis (J.F.Gmelin, 1788)",-51.46041,-23.56507
"Thalurania glaucopis (J.F.Gmelin, 1788)",-49.13687,-24.29881
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.6924,-22.76638
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.15744,-24.00961
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.53402,-27.75951
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.00742,-23.75346
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.00785,-23.7488
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.00791,-23.75261
"Thalurania glaucopis (J.F.Gmelin, 1788)",-49.19724,-24.31316
"Thalurania glaucopis (J.F.Gmelin, 1788)",-43.88147,-21.7068
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.4775,-27.6566
"Thalurania glaucopis (J.F.Gmelin, 1788)",-43.10836,-22.89857
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.52034,-22.26676
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.46419,-22.77231
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.6888,-22.75914
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.1693,-23.46973
"Thalurania glaucopis (J.F.Gmelin, 1788)",-43.28418,-22.95544
"Thalurania glaucopis (J.F.Gmelin, 1788)",-54.45032,-25.68136
"Thalurania glaucopis (J.F.Gmelin, 1788)",-49.48029,-28.66558
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.5191,-22.26663
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.95482,-23.2631
